hotel,lead_time,arrival_month,arrival_week_number,stays_in_week_nights,stays_in_weekend_nights,adults,children,babies,room_type,previous_cancellations,previous_bookings_not_canceled,adr,occupancy_rate
City Hotel,361,1,24,3,0,1,0,0,Deluxe,2,6,3061.66,0.554
Resort Hotel,298,9,13,6,2,3,0,1,Standard,4,1,4337.4,0.739
Resort Hotel,166,12,43,6,3,1,2,1,Suite,0,7,10675.85,0.803
City Hotel,200,12,6,6,3,2,2,1,Deluxe,2,1,7714.43,0.619
Resort Hotel,133,2,34,1,2,2,0,1,Deluxe,4,6,5399.49,0.574
City Hotel,210,8,51,5,2,1,0,0,Deluxe,2,4,6192.73,0.499
City Hotel,47,9,25,0,3,1,2,1,Family,3,9,8013.5,0.827
City Hotel,125,4,41,4,3,2,1,0,Standard,0,5,3617.44,0.545
Resort Hotel,238,8,23,7,3,1,0,0,Standard,0,3,4365.42,0.716
City Hotel,6,9,50,6,1,2,2,1,Suite,1,4,8590.01,0.667
City Hotel,271,10,46,7,1,2,2,0,Family,1,4,9229.12,0.781
City Hotel,36,10,13,4,1,2,0,0,Family,2,6,8530.48,0.629
Resort Hotel,210,5,28,5,0,2,0,1,Family,3,3,7757.29,0.81
Resort Hotel,164,7,44,0,1,2,2,1,Suite,2,4,8665.25,0.606
Resort Hotel,124,10,44,3,3,2,0,0,Suite,4,3,8748.96,0.838
Resort Hotel,336,4,13,4,1,3,1,0,Suite,0,3,8620.14,0.489
Resort Hotel,191,1,7,7,3,3,0,0,Family,2,7,7554.09,0.486
City Hotel,217,3,48,7,2,2,2,0,Standard,2,4,4247.25,0.5
Resort Hotel,213,5,17,7,0,3,2,1,Family,0,8,8266.61,0.565
Resort Hotel,61,3,9,3,0,1,0,1,Suite,0,4,7889.19,0.617
Resort Hotel,327,12,14,4,2,1,2,1,Family,1,7,8545.57,0.847
City Hotel,160,11,30,7,3,2,1,1,Deluxe,1,2,7464.38,0.816
Resort Hotel,65,7,41,3,0,3,0,0,Family,0,6,8757.79,0.588
Resort Hotel,285,12,38,6,1,1,0,1,Family,2,0,8612.88,0.813
City Hotel,238,9,30,7,3,1,2,0,Standard,4,4,4454.4,0.64
Resort Hotel,19,12,33,4,0,1,1,0,Standard,2,1,4967.15,0.947
City Hotel,187,6,25,3,2,1,0,1,Standard,4,7,3398.27,0.557
City Hotel,81,10,31,5,3,3,2,0,Deluxe,0,5,8123.48,0.703
City Hotel,362,1,23,1,0,1,0,0,Standard,4,4,2080.92,0.531
City Hotel,201,7,52,3,2,1,1,0,Deluxe,1,2,5716.02,0.573
City Hotel,131,3,27,1,3,1,2,1,Suite,0,0,8432.04,0.638
Resort Hotel,36,5,33,1,1,2,0,0,Standard,3,9,4079.38,0.736
City Hotel,131,10,51,0,3,1,2,0,Family,4,9,7643.2,0.662
City Hotel,76,4,47,6,1,1,2,0,Family,4,9,7842.62,0.532
Resort Hotel,88,10,49,5,3,3,1,0,Deluxe,3,9,7693.31,0.869
City Hotel,252,5,20,1,2,1,1,1,Standard,3,7,3381.65,0.639
Resort Hotel,343,5,28,2,1,1,0,1,Family,0,4,7578.3,0.603
Resort Hotel,193,6,8,6,1,1,2,0,Suite,2,8,8671.86,0.574
Resort Hotel,175,10,22,1,3,2,2,0,Standard,3,6,4697.7,0.713
City Hotel,32,12,35,3,0,3,2,0,Suite,4,0,10723.2,0.785
City Hotel,57,10,31,1,1,3,0,1,Family,3,0,8302.36,0.814
City Hotel,200,11,44,3,3,2,1,1,Standard,0,6,4935.62,0.775
Resort Hotel,27,6,24,7,2,2,1,0,Deluxe,0,6,6086.31,0.559
City Hotel,34,8,15,3,3,3,2,0,Family,4,8,8540.41,0.648
City Hotel,124,8,50,2,3,1,0,1,Suite,4,1,9867.35,0.588
City Hotel,320,11,45,1,1,3,2,0,Standard,4,6,4969.7,0.762
Resort Hotel,41,9,31,1,0,2,1,1,Suite,2,1,9556.22,0.95
Resort Hotel,84,8,5,4,2,1,2,0,Suite,4,9,9220.2,0.948
City Hotel,187,11,22,6,1,3,2,0,Deluxe,0,9,7373.38,0.808
City Hotel,110,2,17,4,1,1,2,0,Deluxe,0,1,5342.0,0.385
City Hotel,270,12,28,0,1,1,1,0,Family,3,4,7236.41,0.893
City Hotel,324,10,3,3,2,2,0,1,Deluxe,4,8,5684.86,0.817
Resort Hotel,104,12,19,2,0,3,2,1,Deluxe,2,8,6832.09,1.0
Resort Hotel,319,11,38,4,2,2,1,1,Family,1,9,9359.57,0.782
Resort Hotel,40,1,27,1,2,3,2,0,Family,3,0,8405.38,0.482
Resort Hotel,214,10,17,0,0,3,0,0,Family,2,6,6935.12,0.65
City Hotel,70,2,32,2,2,1,2,1,Family,4,9,6846.93,0.632
City Hotel,55,2,37,5,3,1,0,1,Suite,2,9,8398.97,0.531
City Hotel,235,12,21,1,2,1,1,0,Suite,1,2,9343.18,0.774
Resort Hotel,280,3,37,1,1,2,0,1,Family,2,9,6524.22,0.525
City Hotel,104,10,51,7,2,1,0,0,Family,1,9,9416.99,0.97
Resort Hotel,161,7,11,5,1,2,1,1,Standard,1,0,4291.87,0.634
Resort Hotel,190,2,1,3,2,1,0,0,Standard,1,1,4127.95,0.62
City Hotel,8,1,30,3,1,2,0,0,Standard,2,5,4014.86,0.571
City Hotel,59,6,26,4,1,3,1,1,Deluxe,4,9,6350.63,0.428
City Hotel,304,9,45,4,1,2,0,1,Suite,0,1,8619.7,0.946
Resort Hotel,224,3,49,1,0,2,0,0,Suite,0,1,7472.18,0.39
City Hotel,306,6,43,6,2,2,2,0,Standard,2,3,5459.33,0.56
Resort Hotel,187,3,50,1,2,3,0,1,Standard,4,2,3936.57,0.524
City Hotel,69,1,36,4,3,2,0,0,Suite,0,7,8559.4,0.452
Resort Hotel,292,12,26,5,3,3,0,1,Deluxe,1,7,5818.24,0.777
Resort Hotel,286,5,42,4,3,1,1,0,Standard,2,5,3630.76,0.548
City Hotel,168,10,27,1,2,1,0,1,Family,2,3,7579.19,0.886
Resort Hotel,61,11,26,2,0,3,1,0,Standard,3,6,5236.83,0.834
Resort Hotel,348,4,43,1,1,2,1,0,Suite,3,8,7935.59,0.538
City Hotel,13,7,18,2,2,1,0,0,Suite,3,1,8732.1,0.591
Resort Hotel,163,6,33,2,0,2,0,0,Standard,4,5,3934.99,0.594
City Hotel,244,10,36,1,0,2,0,0,Standard,2,6,4561.74,0.659
Resort Hotel,334,7,37,6,2,3,0,0,Family,3,0,7583.63,0.555
City Hotel,7,5,34,6,1,1,0,0,Family,2,5,7240.96,0.719
City Hotel,153,4,26,0,0,3,0,1,Deluxe,1,7,4912.69,0.561
Resort Hotel,35,7,22,4,2,3,0,1,Deluxe,3,6,5999.91,0.715
Resort Hotel,47,7,24,6,1,3,1,0,Family,2,1,8422.99,0.682
Resort Hotel,84,6,12,3,3,3,2,1,Deluxe,4,1,7633.79,0.795
Resort Hotel,27,8,11,1,0,2,1,1,Deluxe,4,3,5976.04,0.79
Resort Hotel,195,4,21,2,0,1,0,0,Standard,4,4,2659.74,0.636
City Hotel,207,10,16,1,2,1,2,1,Family,3,4,7864.89,0.98
Resort Hotel,203,5,36,4,2,1,2,0,Standard,4,1,4924.63,0.554
City Hotel,306,4,7,5,1,2,0,1,Standard,0,6,3448.81,0.581
City Hotel,103,12,28,6,3,2,0,1,Deluxe,1,7,6789.77,0.865
Resort Hotel,229,1,24,6,3,3,1,1,Standard,2,1,3126.46,0.609
City Hotel,100,12,13,6,2,3,2,0,Suite,0,3,10533.09,0.712
City Hotel,28,8,14,2,2,3,2,1,Deluxe,3,2,6119.77,0.697
City Hotel,126,1,43,3,1,3,0,0,Suite,2,3,8306.11,0.527
City Hotel,337,5,31,7,2,1,0,0,Deluxe,2,4,5265.39,0.858
Resort Hotel,9,6,8,3,1,3,2,1,Standard,4,5,3835.48,0.716
City Hotel,105,6,1,6,1,2,2,0,Deluxe,2,1,7321.67,0.758
Resort Hotel,166,5,40,3,3,2,0,0,Suite,2,9,9786.81,0.586
Resort Hotel,256,3,51,5,1,2,0,1,Deluxe,1,5,5366.36,0.5
City Hotel,294,5,17,6,3,3,0,0,Suite,3,8,9730.16,0.583
Resort Hotel,276,12,41,0,3,1,1,1,Family,0,7,8162.61,0.855
Resort Hotel,64,8,13,2,3,1,1,1,Standard,4,0,3598.55,0.848
Resort Hotel,270,2,47,5,2,3,0,0,Suite,1,8,8232.45,0.408
City Hotel,187,6,27,7,3,3,1,1,Family,0,9,8109.93,0.848
Resort Hotel,316,9,13,2,1,2,2,1,Standard,0,1,3669.52,0.814
Resort Hotel,137,8,40,7,2,2,2,0,Family,1,0,8726.83,0.8
Resort Hotel,342,11,27,6,1,1,0,0,Suite,4,5,8793.29,0.868
City Hotel,104,8,32,5,2,2,2,0,Standard,3,0,5185.92,0.659
Resort Hotel,33,8,12,6,1,2,2,0,Family,1,5,9100.64,0.687
City Hotel,109,7,43,7,0,3,2,1,Suite,1,1,10681.18,0.743
City Hotel,32,8,52,7,0,1,2,1,Family,1,6,8519.47,0.675
City Hotel,353,6,13,5,0,3,2,1,Standard,4,6,3732.95,0.673
City Hotel,230,2,16,6,1,1,1,1,Standard,1,3,3271.41,0.484
City Hotel,316,2,34,0,2,3,1,1,Standard,1,1,3057.9,0.627
City Hotel,265,8,6,2,3,1,0,0,Suite,2,6,9819.43,0.686
Resort Hotel,181,11,48,5,3,2,2,1,Family,2,0,8934.45,0.735
City Hotel,339,1,18,0,1,1,1,1,Family,2,1,6326.5,0.442
Resort Hotel,64,6,17,1,1,1,1,1,Suite,2,1,9216.04,0.583
Resort Hotel,332,6,47,6,1,3,1,1,Standard,1,0,5024.1,0.518
City Hotel,0,11,39,4,1,1,2,0,Deluxe,2,8,7152.88,0.817
Resort Hotel,132,4,14,5,3,1,1,0,Standard,0,5,3961.17,0.54
Resort Hotel,79,12,7,3,2,1,0,0,Deluxe,3,2,6396.39,0.796
Resort Hotel,270,11,6,0,3,3,0,1,Standard,2,5,3968.59,0.897
Resort Hotel,240,11,12,0,1,1,2,1,Suite,4,6,9614.01,0.763
City Hotel,27,10,34,5,0,3,0,1,Deluxe,3,2,8215.83,0.734
Resort Hotel,222,3,1,7,3,2,1,0,Suite,0,3,9581.91,0.57
City Hotel,22,11,50,0,0,3,2,1,Deluxe,3,9,6916.51,0.804
Resort Hotel,108,3,29,1,0,1,0,0,Family,3,0,5991.46,0.528
Resort Hotel,106,1,28,0,1,2,2,1,Deluxe,0,5,4860.79,0.61
City Hotel,144,3,5,4,3,1,1,0,Deluxe,2,5,5763.32,0.588
Resort Hotel,353,4,21,4,2,3,0,0,Deluxe,0,8,5223.76,0.546
Resort Hotel,138,11,39,7,3,2,1,1,Family,4,1,9010.64,0.741
Resort Hotel,283,11,47,6,2,2,0,1,Suite,0,4,9776.52,0.889
City Hotel,297,5,38,6,2,2,2,0,Family,1,4,7962.41,0.559
Resort Hotel,98,3,34,7,1,1,0,0,Deluxe,1,6,6716.0,0.617
City Hotel,316,6,21,3,2,2,0,0,Standard,3,4,4906.39,0.698
Resort Hotel,122,11,24,1,3,2,0,0,Family,2,9,8151.36,0.667
City Hotel,319,12,49,4,3,2,2,0,Standard,2,3,5777.91,0.655
City Hotel,286,5,13,7,0,2,0,1,Family,1,9,6682.18,0.593
Resort Hotel,80,3,45,5,2,3,1,0,Family,4,1,8360.41,0.656
Resort Hotel,9,6,46,2,1,1,2,1,Deluxe,0,7,6323.93,0.503
City Hotel,7,6,23,2,1,1,2,1,Suite,0,4,8635.08,0.563
City Hotel,204,8,32,2,3,2,1,1,Suite,0,3,9768.66,0.767
Resort Hotel,314,2,8,6,2,3,2,1,Deluxe,4,8,5259.47,0.443
City Hotel,196,1,47,5,1,2,0,1,Family,4,1,6791.57,0.627
Resort Hotel,197,4,11,0,2,1,2,0,Suite,0,2,8378.91,0.865
Resort Hotel,29,7,13,5,2,1,1,1,Suite,0,7,8547.17,0.593
Resort Hotel,19,11,20,0,0,1,2,0,Suite,4,3,9591.74,0.922
Resort Hotel,47,10,1,2,1,2,1,1,Deluxe,0,8,6155.12,0.783
City Hotel,129,3,2,3,0,2,2,0,Standard,4,9,3685.52,0.496
Resort Hotel,292,3,11,3,1,3,1,1,Standard,3,9,3617.3,0.734
City Hotel,131,5,46,7,2,3,2,0,Standard,1,9,4140.21,0.666
Resort Hotel,355,5,30,0,1,1,0,0,Standard,1,9,2686.07,0.744
City Hotel,53,10,5,2,3,1,1,0,Standard,4,8,4806.54,0.985
Resort Hotel,280,3,7,5,2,3,1,1,Suite,0,9,8506.71,0.564
City Hotel,264,9,24,3,1,1,2,0,Suite,1,8,8645.28,0.78
City Hotel,214,4,31,0,0,3,2,1,Family,2,0,6594.7,0.488
Resort Hotel,289,3,48,7,0,2,2,1,Suite,0,5,8162.45,0.528
Resort Hotel,42,11,30,5,2,1,0,0,Deluxe,4,9,5797.2,0.767
Resort Hotel,73,2,43,2,0,1,2,1,Family,2,5,6630.7,0.571
Resort Hotel,349,10,15,1,2,3,1,1,Suite,4,7,9816.2,0.537
City Hotel,277,11,36,2,2,2,2,1,Family,0,6,7623.66,0.93
Resort Hotel,325,9,10,6,2,1,0,1,Family,3,6,8254.73,0.788
City Hotel,241,4,1,2,1,1,2,0,Standard,3,1,2946.81,0.652
City Hotel,129,3,7,7,2,3,2,1,Family,3,3,8443.78,0.78
Resort Hotel,349,7,44,5,0,2,1,0,Suite,0,0,10067.04,0.837
City Hotel,193,8,26,7,3,3,2,1,Standard,0,6,5709.1,0.685
City Hotel,31,11,43,5,1,2,0,0,Suite,2,3,9791.96,0.718
City Hotel,105,2,43,4,0,2,2,0,Standard,0,8,3809.06,0.612
City Hotel,203,7,49,4,2,3,2,1,Suite,0,5,9987.98,0.83
Resort Hotel,0,12,30,5,2,3,1,1,Standard,2,5,6096.83,0.785
Resort Hotel,244,5,1,5,3,2,2,1,Standard,2,8,4594.98,0.714
Resort Hotel,71,11,15,1,0,3,1,1,Deluxe,4,7,6473.52,0.946
Resort Hotel,305,5,20,1,1,1,1,1,Suite,1,5,8205.05,0.724
City Hotel,14,3,22,2,0,1,2,0,Family,1,5,6425.98,0.416
City Hotel,52,5,25,7,2,1,1,0,Standard,4,5,4246.99,0.506
Resort Hotel,7,12,50,6,1,1,1,0,Suite,3,3,11080.46,0.998
Resort Hotel,329,2,36,7,2,1,2,1,Standard,0,4,4177.99,0.561
Resort Hotel,45,4,51,3,2,3,2,1,Deluxe,2,2,6245.42,0.633
City Hotel,324,6,37,7,0,2,0,1,Deluxe,2,8,5105.94,0.707
Resort Hotel,113,1,46,6,3,3,0,0,Deluxe,3,1,6731.07,0.668
Resort Hotel,146,10,45,1,2,1,1,1,Deluxe,2,6,5896.65,0.672
Resort Hotel,165,4,27,2,0,1,1,0,Family,3,0,6491.02,0.559
City Hotel,138,6,19,6,1,3,2,0,Family,4,9,8510.95,0.549
City Hotel,116,9,19,7,3,3,0,1,Standard,3,6,5047.8,0.519
City Hotel,298,11,16,0,2,2,0,0,Suite,1,1,7947.3,0.816
City Hotel,275,11,21,4,2,1,2,0,Deluxe,3,4,5879.47,0.688
City Hotel,276,2,51,6,1,3,2,0,Deluxe,4,0,5649.01,0.646
City Hotel,337,11,33,3,0,2,2,1,Family,3,4,7611.64,0.714
City Hotel,312,7,42,2,2,1,2,0,Family,4,3,6749.78,0.54
City Hotel,177,6,31,6,1,1,0,1,Deluxe,1,0,5013.29,0.755
Resort Hotel,329,2,34,5,2,1,2,1,Suite,0,0,8149.08,0.602
Resort Hotel,353,8,15,7,0,3,2,0,Standard,4,6,4729.52,0.683
City Hotel,153,7,51,0,3,1,0,1,Standard,0,2,4264.23,0.664
City Hotel,200,11,36,4,0,1,2,0,Standard,4,9,4248.83,0.835
Resort Hotel,114,5,26,0,0,2,0,1,Standard,3,8,3429.58,0.795
City Hotel,158,12,30,2,0,3,0,1,Suite,0,8,9248.57,0.84
City Hotel,41,5,31,7,1,2,2,1,Suite,4,9,9843.68,0.672
City Hotel,246,7,25,1,2,3,2,1,Suite,4,8,9166.56,0.629
Resort Hotel,67,9,4,4,3,1,1,1,Family,0,0,8587.56,0.701
Resort Hotel,325,11,12,7,1,2,1,1,Deluxe,4,3,7316.04,0.444
Resort Hotel,333,9,19,0,0,3,0,1,Suite,0,0,8683.12,0.631
Resort Hotel,195,9,9,1,3,3,0,0,Standard,1,0,5108.09,0.618
Resort Hotel,89,6,25,3,0,1,1,0,Suite,2,8,8067.04,0.541
City Hotel,110,10,48,2,0,1,0,0,Deluxe,1,4,5250.16,0.712
Resort Hotel,358,6,47,2,0,2,1,1,Family,0,0,7746.07,0.622
City Hotel,144,3,41,4,3,2,2,0,Standard,3,2,4402.06,0.468
City Hotel,274,1,51,0,2,3,2,1,Family,3,6,7200.04,0.651
Resort Hotel,178,7,50,3,0,2,2,1,Suite,2,1,9678.74,0.735
Resort Hotel,240,4,7,5,2,1,0,1,Standard,0,3,3241.37,0.621
City Hotel,325,1,27,4,3,2,2,1,Standard,4,1,3292.09,0.59
City Hotel,318,8,48,7,3,2,0,1,Suite,1,8,9674.48,0.528
City Hotel,330,12,47,5,0,3,2,1,Suite,1,8,9767.3,0.625
Resort Hotel,152,6,43,4,2,1,0,1,Deluxe,2,6,5417.79,0.772
Resort Hotel,103,6,6,0,2,3,0,1,Suite,2,6,8159.01,0.888
Resort Hotel,74,2,35,3,0,1,1,0,Suite,2,1,8598.89,0.555
Resort Hotel,127,1,32,0,1,1,1,1,Suite,2,9,7424.15,0.75
Resort Hotel,198,2,14,2,1,3,1,0,Standard,2,7,4044.29,0.55
City Hotel,153,4,6,5,3,2,0,0,Deluxe,2,0,6041.26,0.529
Resort Hotel,55,2,49,1,3,3,1,1,Standard,4,7,4686.67,0.648
City Hotel,277,1,51,6,1,2,1,0,Suite,4,4,7350.78,0.31
City Hotel,344,7,18,7,1,3,1,1,Deluxe,1,3,4827.84,0.616
City Hotel,18,11,31,2,1,3,0,0,Suite,1,9,10691.03,0.692
Resort Hotel,158,11,52,2,0,2,0,1,Standard,2,1,5039.8,0.655
Resort Hotel,25,12,16,5,0,2,1,0,Standard,1,2,4937.73,0.75
Resort Hotel,168,8,3,7,0,2,1,1,Suite,2,9,9053.07,0.729
City Hotel,22,6,31,4,0,3,0,0,Deluxe,4,1,6179.43,0.781
City Hotel,46,4,38,2,0,2,0,1,Standard,3,3,3606.95,0.704
City Hotel,12,6,17,6,0,2,1,1,Suite,4,2,9043.94,0.491
City Hotel,216,3,52,3,3,2,1,0,Family,0,4,6894.42,0.804
City Hotel,321,12,5,2,2,1,1,0,Suite,4,6,9018.26,0.925
City Hotel,193,8,16,3,3,2,0,0,Suite,0,8,9360.75,0.704
Resort Hotel,143,10,17,0,2,2,1,0,Deluxe,1,4,6322.11,0.885
Resort Hotel,72,2,31,7,3,2,0,1,Suite,4,7,8610.57,0.458
Resort Hotel,155,5,16,4,3,1,2,0,Family,3,1,7506.11,0.709
Resort Hotel,76,1,21,3,0,1,1,0,Suite,4,5,9069.84,0.332
City Hotel,168,6,41,2,0,2,2,1,Family,4,7,7375.59,0.619
City Hotel,286,2,39,4,2,2,0,1,Standard,4,8,3588.47,0.686
Resort Hotel,84,4,37,6,2,2,2,1,Suite,2,3,10563.76,0.554
City Hotel,181,6,41,4,0,2,1,0,Deluxe,4,3,6183.54,0.609
Resort Hotel,314,10,10,3,3,1,2,0,Suite,4,6,9608.99,0.69
Resort Hotel,296,11,32,7,2,2,2,0,Family,3,3,9475.67,0.755
Resort Hotel,111,8,25,3,1,1,2,0,Family,0,4,8773.76,0.599
City Hotel,229,12,33,1,1,3,0,1,Deluxe,0,1,6428.41,0.958
Resort Hotel,95,8,39,1,1,1,1,0,Family,3,1,7045.77,0.58
Resort Hotel,167,11,37,4,2,3,0,0,Suite,1,9,9738.56,0.807
Resort Hotel,155,6,38,5,0,1,2,1,Family,4,4,8080.01,0.735
City Hotel,104,4,38,7,0,1,2,1,Suite,1,9,8819.72,0.526
City Hotel,192,8,28,5,0,1,0,1,Suite,3,9,8700.1,0.554
Resort Hotel,329,8,15,1,2,2,0,0,Family,1,1,8151.22,0.642
City Hotel,131,10,8,2,2,1,2,0,Deluxe,0,5,6930.81,0.71
City Hotel,354,1,1,0,1,2,1,1,Standard,2,5,3037.3,0.617
City Hotel,137,4,10,4,2,1,0,0,Deluxe,1,7,4908.23,0.585
City Hotel,330,4,35,0,1,1,2,0,Standard,2,0,3117.22,0.6
City Hotel,269,7,48,1,1,3,2,1,Deluxe,1,6,6203.35,0.534
City Hotel,37,11,33,3,0,1,1,1,Suite,3,6,9902.1,0.756
City Hotel,44,7,16,6,2,2,2,1,Suite,2,8,10656.01,0.819
City Hotel,162,11,14,4,0,3,0,0,Family,1,3,8760.68,0.885
City Hotel,330,8,5,1,0,3,2,0,Standard,3,6,3970.31,0.65
City Hotel,252,11,16,7,2,1,2,0,Standard,0,5,6186.53,0.858
Resort Hotel,168,5,21,2,2,1,2,1,Family,4,3,7375.21,0.611
Resort Hotel,284,7,11,6,3,3,2,0,Deluxe,3,9,7140.19,0.725
City Hotel,273,8,50,4,1,2,1,0,Family,3,7,7565.87,0.671
Resort Hotel,19,9,7,4,3,1,0,1,Deluxe,0,2,6123.46,0.628
Resort Hotel,238,3,8,7,1,3,2,0,Family,2,7,7196.66,0.473
City Hotel,269,3,17,5,1,2,0,0,Standard,1,4,2870.04,0.628
City Hotel,309,4,30,3,1,1,1,1,Standard,2,3,3144.68,0.335
City Hotel,30,5,14,4,0,3,0,1,Deluxe,3,2,6643.97,0.731
Resort Hotel,313,10,49,3,0,3,1,1,Standard,1,9,4705.42,0.726
Resort Hotel,103,1,44,1,2,1,0,1,Standard,4,6,2155.48,0.461
City Hotel,169,7,50,2,1,2,0,1,Standard,4,6,4427.28,0.775
City Hotel,185,9,33,6,1,2,2,0,Standard,1,5,5077.78,0.448
City Hotel,127,8,24,6,1,3,0,1,Suite,3,2,10304.28,0.746
Resort Hotel,209,5,7,2,0,2,2,1,Family,0,8,7186.11,0.789
Resort Hotel,280,4,38,4,2,3,2,1,Family,2,1,7287.55,0.463
Resort Hotel,252,12,15,4,0,1,0,0,Suite,2,2,10062.48,0.755
Resort Hotel,18,7,50,1,3,2,2,0,Standard,0,0,5315.74,0.72
City Hotel,199,5,43,5,3,1,0,1,Family,0,6,6597.06,0.468
City Hotel,219,7,25,5,3,3,2,0,Family,4,1,8692.49,0.7
City Hotel,135,12,17,5,2,1,2,0,Family,0,9,8076.24,1.0
City Hotel,222,1,33,3,3,2,1,0,Deluxe,1,7,5683.73,0.558
Resort Hotel,2,1,2,5,2,1,1,1,Suite,4,8,7989.34,0.554
Resort Hotel,235,10,39,2,0,2,0,0,Deluxe,3,1,5303.08,0.63
City Hotel,341,3,10,6,0,2,2,0,Deluxe,4,5,6161.74,0.708
City Hotel,227,11,14,6,2,2,1,1,Suite,4,0,10102.85,0.502
Resort Hotel,141,2,12,3,0,2,1,1,Family,2,7,7385.94,0.546
City Hotel,8,2,17,1,0,2,1,0,Deluxe,0,4,5041.97,0.642
Resort Hotel,189,7,14,2,2,3,2,1,Family,1,8,8131.57,0.425
City Hotel,349,12,51,6,3,1,0,1,Deluxe,0,2,7285.92,0.599
City Hotel,164,10,10,2,2,3,2,1,Family,2,1,8832.35,0.602
City Hotel,138,2,44,6,1,1,2,1,Standard,0,6,5089.06,0.687
City Hotel,275,11,39,0,0,1,1,0,Standard,1,6,4002.1,0.711
City Hotel,290,4,40,1,2,1,2,1,Standard,0,9,3999.81,0.69
City Hotel,52,2,29,1,0,3,2,1,Suite,2,4,9150.71,0.624
City Hotel,174,6,45,7,3,2,1,0,Standard,1,6,4850.5,0.484
Resort Hotel,109,8,6,0,0,2,1,1,Deluxe,0,5,6563.14,0.661
Resort Hotel,202,10,40,3,2,3,2,0,Family,2,8,8428.37,0.727
Resort Hotel,135,4,31,6,3,2,1,1,Family,2,2,8361.25,0.651
Resort Hotel,3,5,37,7,3,1,0,0,Family,4,3,7524.32,0.648
Resort Hotel,154,4,9,6,3,2,0,1,Family,1,8,7060.08,0.593
City Hotel,171,3,43,6,1,2,0,1,Deluxe,1,9,5527.68,0.691
City Hotel,357,5,45,5,2,2,0,0,Family,0,7,7171.63,0.74
Resort Hotel,46,9,33,5,2,1,0,0,Deluxe,4,9,5904.27,0.58
City Hotel,93,8,7,5,3,2,1,0,Deluxe,1,5,7096.51,0.655
Resort Hotel,47,8,38,5,0,2,1,0,Family,2,2,9086.77,0.703
Resort Hotel,239,8,8,5,3,2,0,0,Family,1,8,7860.11,0.708
City Hotel,346,12,34,0,1,3,0,1,Family,4,8,8428.46,0.855
City Hotel,212,8,17,1,3,3,0,0,Deluxe,3,5,5758.6,0.737
City Hotel,339,7,17,3,2,2,1,1,Suite,2,1,8672.25,0.735
Resort Hotel,323,8,30,2,3,3,1,0,Deluxe,1,6,6129.45,0.771
City Hotel,138,11,18,5,0,3,2,0,Suite,2,8,10590.92,0.747
Resort Hotel,204,8,39,0,2,1,2,1,Family,0,8,7651.18,0.666
Resort Hotel,72,8,15,7,0,3,2,1,Deluxe,2,2,6056.99,0.839
Resort Hotel,3,12,45,7,3,3,2,1,Family,1,1,10493.82,0.75
City Hotel,75,10,20,6,2,2,1,1,Suite,0,4,10106.9,0.824
City Hotel,328,7,25,3,1,1,1,0,Suite,0,9,7345.24,0.599
Resort Hotel,76,12,14,7,2,1,1,1,Deluxe,0,6,7958.29,0.833
City Hotel,303,1,27,3,0,1,1,0,Deluxe,3,2,5280.99,0.566
City Hotel,255,4,47,3,2,3,0,0,Deluxe,3,3,4950.54,0.665
City Hotel,101,4,35,0,1,2,2,0,Deluxe,0,9,4889.0,0.759
Resort Hotel,105,5,28,2,1,1,1,1,Standard,1,1,4411.4,0.525
Resort Hotel,332,10,6,5,1,1,1,1,Standard,0,9,5008.24,0.765
City Hotel,38,6,41,3,1,3,2,1,Family,0,1,8564.99,0.716
Resort Hotel,313,4,31,0,0,1,1,1,Suite,2,6,7451.29,0.667
City Hotel,274,2,14,6,2,2,0,1,Suite,2,1,7856.09,0.519
City Hotel,87,6,16,1,3,1,1,1,Family,2,0,7926.02,0.688
City Hotel,210,8,49,6,1,2,2,0,Family,4,3,8059.54,0.698
City Hotel,76,8,44,0,3,2,0,1,Family,2,5,7530.44,0.774
Resort Hotel,76,7,36,0,3,2,0,0,Standard,2,9,4589.92,0.667
Resort Hotel,27,6,5,0,2,3,2,0,Family,1,9,8637.23,0.644
Resort Hotel,244,2,32,3,3,3,2,1,Suite,3,3,9462.42,0.577
City Hotel,65,7,11,0,3,2,0,1,Family,3,0,6810.27,0.625
City Hotel,265,11,22,1,0,2,1,1,Deluxe,3,0,5870.59,0.699
City Hotel,204,12,43,3,3,1,2,1,Suite,4,8,9721.13,0.667
Resort Hotel,57,5,40,6,2,1,0,0,Suite,0,0,8926.97,0.612
City Hotel,200,6,28,1,3,1,2,1,Suite,2,6,8164.07,0.577
Resort Hotel,224,10,50,7,2,3,1,1,Standard,1,6,5635.6,0.72
Resort Hotel,141,8,6,4,1,1,1,0,Standard,4,0,5362.67,0.824
Resort Hotel,83,8,39,6,3,2,0,0,Suite,3,0,9037.83,0.674
Resort Hotel,142,3,6,0,3,2,1,1,Deluxe,4,5,5460.25,0.701
Resort Hotel,351,12,46,5,3,3,1,0,Suite,1,7,10625.48,0.839
Resort Hotel,32,12,20,5,1,3,1,1,Standard,4,6,5617.17,0.772
City Hotel,151,7,38,3,0,1,2,1,Deluxe,3,5,5581.36,0.573
City Hotel,157,1,4,5,3,3,0,0,Suite,0,9,8625.11,0.514
Resort Hotel,140,1,25,6,2,2,0,0,Standard,3,2,4036.89,0.485
Resort Hotel,250,7,13,3,0,2,0,1,Deluxe,3,6,4918.27,0.793
